,order_id,final_status,reassigned,manual_assingment,orphan,cancelled_reassignment,Any_problem
503,82098827,CanceledStatus,,,,,
504,82107512,CanceledStatus,,,,,
505,82120253,CanceledStatus,,,,,
506,82127173,CanceledStatus,,,,,
507,81933036,DeliveredStatus,False,False,False,False,False
508,81974976,DeliveredStatus,False,False,False,False,False
509,81943231,DeliveredStatus,False,False,False,False,False
510,81942740,DeliveredStatus,False,False,False,False,False
511,82110353,DeliveredStatus,False,False,False,False,False
512,82132555,CanceledStatus,,,,,
513,81995043,DeliveredStatus,False,False,False,False,False
514,82095654,DeliveredStatus,False,False,False,False,False
515,81962498,CanceledStatus,,,,,
516,82116448,DeliveredStatus,False,False,False,False,False
517,82007237,DeliveredStatus,False,True,True,True,True
518,82034545,DeliveredStatus,False,False,False,False,False
519,82072591,DeliveredStatus,False,False,False,False,False
520,82052080,DeliveredStatus,False,False,False,False,False
521,82134436,DeliveredStatus,False,False,False,False,False
522,82085651,DeliveredStatus,False,False,False,False,False
523,82135710,DeliveredStatus,False,False,False,False,False
524,82143329,DeliveredStatus,False,False,False,False,False
525,82068838,DeliveredStatus,False,False,False,False,False
526,81932873,CanceledStatus,,,,,
527,82015882,DeliveredStatus,False,False,False,False,False
528,82126797,DeliveredStatus,False,False,False,False,False
529,81977770,DeliveredStatus,False,False,False,False,False
530,81962621,DeliveredStatus,False,False,False,False,False
531,81990971,DeliveredStatus,False,False,False,False,False
532,81942919,DeliveredStatus,False,False,False,False,False
533,82029969,DeliveredStatus,False,False,False,False,False
534,81850452,DeliveredStatus,False,False,False,False,False
535,82131924,DeliveredStatus,False,False,False,False,False
536,82055365,DeliveredStatus,False,False,False,False,False
537,81975027,DeliveredStatus,False,False,False,False,False
538,82094690,DeliveredStatus,False,False,False,False,False
539,82130694,DeliveredStatus,False,False,True,False,True
540,82132617,DeliveredStatus,False,False,False,False,False
541,82137466,DeliveredStatus,False,False,False,False,False
542,81935407,DeliveredStatus,False,False,False,False,False
543,82104498,DeliveredStatus,False,False,False,False,False
544,81980147,DeliveredStatus,False,False,False,False,False
545,81939029,DeliveredStatus,False,False,False,False,False
546,81987269,CanceledStatus,,,,,
547,81947379,CanceledStatus,,,,,
548,81968836,DeliveredStatus,False,False,False,False,False
